Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,prediction,probability,risk
1,7,3,16,1,1,1,22,14,10,6,1,0,0,1,0,1,23,0,0,6,10,4,14.25,1,0,6,8,5,12.0,0,7.6,2.6,0.32,0,0.07590571,Low Risk
1,12,1,9,1,1,14,23,28,10,9,0,0,0,1,0,0,24,1,0,5,12,2,10.5,0,0,5,9,4,10.0,2,16.2,0.3,-0.92,0,0.34778923,Low Risk
1,1,2,15,1,1,1,1,1,10,10,1,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,0,0.030995008,Low Risk
1,13,1,4,1,1,1,13,14,5,5,1,0,0,1,1,0,25,0,0,6,14,5,11.666666666666666,0,0,6,11,4,12.0,0,15.5,2.8,-4.06,0,0.39297545,Low Risk
1,8,6,11,1,1,1,1,14,5,6,1,0,0,1,1,0,19,0,0,6,13,5,10.8,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,0,0.32481453,Low Risk
1,1,3,15,1,1,1,1,3,1,1,0,0,0,0,1,0,20,0,0,4,4,0,0.0,0,0,4,8,0,0.0,0,10.8,1.4,1.74,1,0.95695496,High Risk
2,1,1,11,1,1,1,13,28,5,8,0,0,0,1,1,0,33,0,3,9,11,9,12.8,0,2,7,9,7,11.428571428571429,0,12.7,3.7,-1.7,0,0.12706393,Low Risk
2,12,1,17,0,1,1,22,10,10,10,0,0,1,1,1,0,35,0,0,5,6,5,10.8,0,0,5,7,5,12.0,2,9.4,-0.8,-3.12,0,0.22695477,Low Risk
1,1,1,9,1,1,1,22,28,8,8,1,0,0,1,1,0,23,0,0,5,8,4,11.4,0,0,5,7,4,11.0,0,11.1,0.6,2.02,0,0.22122823,Low Risk
1,1,1,12,1,1,1,22,14,10,10,1,0,0,1,1,0,19,0,0,7,7,7,13.725714285714286,0,0,8,8,8,14.5,0,11.1,0.6,2.02,0,0.042129483,Low Risk
1,1,1,14,1,1,1,1,27,10,11,0,0,0,1,1,0,21,0,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,0,0.076331146,Low Risk
1,1,5,5,1,1,1,1,14,4,4,1,0,0,1,1,1,21,0,0,6,6,6,13.5,0,0,6,6,6,11.166666666666666,0,11.1,0.6,2.02,0,0.048743147,Low Risk
1,12,1,12,1,1,1,22,27,4,8,0,0,0,1,1,0,27,0,0,8,8,7,15.57,0,0,8,8,7,15.57,0,10.8,1.4,1.74,0,0.11191442,Low Risk
1,8,3,9,1,1,1,3,28,15,36,1,0,1,1,1,0,19,0,0,5,10,4,11.0,0,0,5,13,2,12.0,0,8.9,1.4,3.51,0,0.3621357,Low Risk
1,4,2,12,1,3,1,22,28,10,10,0,0,0,1,1,0,28,0,0,7,7,7,14.114285714285714,0,0,8,9,8,15.91111111111111,0,16.2,0.3,-0.92,0,0.08400634,Low Risk
1,14,1,9,1,1,1,22,28,8,8,0,0,0,1,1,0,25,0,0,5,12,3,11.0,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,0,0.40442303,Low Risk
2,12,1,10,1,12,1,22,27,10,5,0,0,0,1,1,0,42,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1,0.96653706,High Risk
1,4,1,17,0,3,1,22,27,10,10,0,0,0,1,1,0,27,0,0,5,6,4,13.5,0,0,5,6,4,13.75,0,7.6,2.6,0.32,0,0.18897137,Low Risk
1,1,1,5,1,1,1,3,3,1,2,1,0,0,1,1,0,23,0,0,6,9,4,11.25,1,0,6,10,0,0.0,4,7.6,2.6,0.32,1,0.8284899,High Risk
1,8,3,11,1,1,1,13,1,5,5,1,0,0,1,1,1,18,0,0,6,7,6,12.142857142857142,0,0,6,8,6,11.333333333333334,0,8.9,1.4,3.51,0,0.04264022,Low Risk
2,12,1,12,1,1,1,22,27,10,5,0,0,0,1,1,0,26,0,0,8,8,7,13.075714285714286,0,0,8,8,7,13.075714285714286,0,10.8,1.4,1.74,0,0.06428977,Low Risk
1,1,4,9,1,1,1,3,1,4,11,0,0,0,1,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,1,0.875547,High Risk
1,12,1,17,0,1,1,3,5,3,3,0,0,1,1,1,0,29,0,1,5,9,3,11.0,0,0,5,11,2,13.5,0,12.7,3.7,-1.7,1,0.81219685,High Risk
1,8,1,6,1,1,1,1,1,5,8,1,0,0,1,1,0,22,0,0,6,16,0,0.0,0,0,6,7,0,0.0,0,16.2,0.3,-0.92,1,0.87996244,High Risk
1,14,1,12,1,1,1,13,27,27,42,1,0,0,1,0,0,21,0,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,13.9,-0.3,0.79,0,0.085686,Low Risk
1,1,3,12,1,1,1,23,28,8,10,1,0,0,1,0,1,19,0,0,8,8,7,13.512857142857142,0,0,8,8,7,13.512857142857142,0,10.8,1.4,1.74,0,0.031909164,Low Risk
1,1,1,10,1,1,1,23,27,10,8,1,0,0,1,0,1,18,0,0,6,7,6,12.833333333333334,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,0,0.029943388,Low Risk
1,1,3,6,1,1,1,23,1,10,10,1,0,0,1,0,1,18,0,0,5,8,3,15.0,2,0,5,9,3,11.666666666666666,0,9.4,-0.8,-3.12,0,0.1901603,Low Risk
1,12,1,4,1,12,1,22,28,5,10,0,0,1,0,0,0,40,0,0,6,12,5,12.8,0,0,6,16,3,13.333333333333334,0,11.1,0.6,2.02,1,0.85062796,High Risk
1,8,3,11,1,1,12,23,3,10,4,1,0,1,0,0,0,20,1,0,6,14,3,12.333333333333334,0,0,6,16,0,0.0,0,10.8,1.4,1.74,1,0.9220701,High Risk
1,1,3,12,1,1,1,3,1,5,2,1,0,0,1,1,0,18,0,0,8,15,5,12.288,1,0,8,15,5,12.288,1,10.8,1.4,1.74,0,0.23822159,Low Risk
1,14,2,3,0,3,1,19,24,1,1,0,0,0,1,1,0,31,0,8,12,21,12,12.333333333333334,0,6,10,13,7,13.285714285714286,2,7.6,2.6,0.32,0,0.14491875,Low Risk
1,1,2,9,1,1,1,1,1,10,10,0,0,0,1,1,1,18,0,0,5,9,4,11.5,0,0,5,5,5,12.8,0,12.4,0.5,1.79,0,0.067336895,Low Risk
1,14,2,14,1,1,1,13,1,5,5,1,0,0,1,1,0,22,0,4,6,6,6,11.833333333333334,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,0,0.21324997,Low Risk
1,16,1,9,1,12,1,13,14,10,6,0,0,1,0,1,0,38,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,1,0.9546671,High Risk
1,14,1,17,0,3,1,3,1,3,10,0,0,0,1,1,0,33,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,1,0.9338524,High Risk
1,1,3,7,1,1,1,1,1,4,6,0,0,0,1,1,1,19,0,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,0,0.14950144,Low Risk
1,8,1,14,1,1,1,3,3,2,2,0,0,0,1,1,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1,0.9403329,High Risk
1,1,5,7,1,1,1,1,14,5,8,0,0,0,0,1,1,18,0,0,5,6,5,12.2,0,0,5,8,4,12.0,0,8.9,1.4,3.51,0,0.31268254,Low Risk
1,16,1,17,0,1,1,1,1,6,4,1,0,0,1,1,0,27,0,2,6,6,6,12.333333333333334,0,0,5,5,5,13.0,0,11.1,0.6,2.02,0,0.12580322,Low Risk
1,12,1,11,1,1,1,22,27,10,10,0,0,0,1,1,0,26,0,0,6,7,6,12.428571428571429,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,0,0.050868724,Low Risk
1,1,6,12,1,1,1,1,14,4,4,1,0,0,1,0,1,19,0,0,7,7,7,12.765714285714289,0,0,8,9,8,13.544444444444444,0,12.4,0.5,1.79,0,0.032817576,Low Risk
2,16,1,12,1,1,1,22,27,6,6,0,0,0,1,1,0,44,0,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,0,0.3542853,Low Risk
1,1,2,9,1,1,1,22,28,10,10,1,0,0,1,1,0,19,0,0,5,10,5,12.0,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,0,0.06566688,Low Risk
1,9,1,5,1,1,1,1,27,5,8,1,0,0,1,1,0,20,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,1,0.8117891,High Risk
1,12,1,4,1,12,1,13,27,2,2,0,0,1,1,1,0,24,0,0,6,10,6,14.88888888888889,0,0,6,11,6,13.727272727272728,0,16.2,0.3,-0.92,0,0.1176281,Low Risk
4,14,1,17,0,1,1,22,27,7,7,0,0,0,1,0,0,31,0,7,14,19,13,11.357142857142858,0,9,14,14,13,12.0,1,9.4,-0.8,-3.12,0,0.14829656,Low Risk
1,14,1,5,1,1,1,22,27,10,10,1,0,0,1,0,0,25,0,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,0,0.050801482,Low Risk
1,8,4,15,1,1,1,2,27,10,10,1,0,1,0,0,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1,0.96303093,High Risk
1,8,3,12,1,1,1,3,2,4,4,1,0,0,1,0,0,18,0,0,7,7,7,13.884285714285712,0,0,8,9,8,14.75,0,11.1,0.6,2.02,0,0.06058804,Low Risk
1,14,1,6,1,1,1,13,28,5,10,1,0,0,0,0,0,19,0,0,6,12,5,13.0,0,0,6,12,3,11.666666666666666,0,13.9,-0.3,0.79,1,0.80524224,High Risk
1,1,3,12,1,1,1,3,1,5,4,1,0,0,1,0,1,19,0,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,0,0.22888565,Low Risk
1,8,1,9,1,1,1,1,28,5,6,1,0,0,1,0,0,19,0,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,1,0.7696386,High Risk
1,12,1,14,1,1,1,1,1,5,5,0,0,0,1,0,0,24,0,0,6,12,2,11.666666666666666,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,1,0.54791665,Low Risk
1,1,1,10,1,1,1,3,3,4,4,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,0,0.027460493,Low Risk
1,8,1,11,1,1,1,13,27,6,4,0,0,0,1,0,0,18,0,0,6,7,6,14.714285714285714,0,0,6,7,6,14.166666666666666,0,12.7,3.7,-1.7,0,0.025213117,Low Risk
1,1,1,10,1,1,1,23,1,6,8,0,0,0,1,0,1,18,0,0,6,7,6,13.285714285714286,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,0,0.02700157,Low Risk
1,8,1,6,1,1,1,1,28,5,10,1,0,0,1,0,0,21,0,0,5,13,3,11.333333333333334,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,0,0.4318127,Low Risk
1,4,1,12,1,3,1,22,27,5,6,0,0,1,0,0,0,28,0,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,1,0.98038346,High Risk
1,1,1,9,1,1,1,23,27,6,7,0,0,0,1,0,1,18,0,0,5,11,4,11.571428571428571,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,0,0.045190897,Low Risk
1,1,1,16,1,1,1,22,14,10,9,0,0,1,1,0,0,18,0,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,0,0.2790464,Low Risk
1,1,1,10,1,1,1,1,1,5,5,0,0,0,1,0,1,18,0,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,0,0.07855189,Low Risk
1,8,2,9,1,1,1,22,14,10,9,1,0,0,1,0,1,18,0,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,0,0.061996166,Low Risk
1,1,1,9,1,1,1,13,14,10,10,1,0,0,0,0,1,19,0,0,5,7,3,10.666666666666666,0,0,5,10,3,12.285714285714286,0,10.8,1.4,1.74,1,0.789417,High Risk
1,8,1,12,1,1,1,13,28,4,10,0,0,0,1,0,1,19,0,0,7,11,6,13.8875,0,0,8,9,8,14.864444444444445,0,15.5,2.8,-4.06,0,0.026022866,Low Risk
1,1,1,10,1,1,1,23,28,29,43,0,0,1,1,0,1,20,0,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,0,0.044049643,Low Risk
2,14,1,3,0,1,1,22,14,10,4,0,0,0,1,0,0,34,0,9,11,17,9,12.333333333333334,0,3,7,12,7,12.142857142857142,0,9.4,-0.8,-3.12,0,0.1102775,Low Risk
2,12,1,12,1,1,1,22,27,10,10,1,0,0,1,0,0,39,0,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,0,0.14797722,Low Risk
1,8,3,12,1,1,1,3,14,3,6,1,0,0,1,0,0,19,0,0,8,8,8,13.427499999999998,0,0,8,8,8,13.427499999999998,0,9.4,-0.8,-3.12,0,0.040214717,Low Risk
1,12,1,5,1,1,1,1,14,5,5,1,0,0,1,0,0,24,0,0,6,6,6,15.166666666666666,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,0,0.29780614,Low Risk
1,5,1,15,1,1,9,23,27,1,6,1,0,0,1,0,0,18,1,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,1,0.86460805,High Risk
1,8,1,8,1,1,1,13,14,4,11,1,0,0,1,1,0,19,0,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,1,0.80697775,High Risk
1,1,1,9,1,1,1,1,28,4,7,0,0,0,1,1,1,18,0,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,0,0.112440534,Low Risk
1,1,2,9,1,1,1,3,1,4,4,1,1,1,1,1,0,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,0,0.23817642,Low Risk
1,1,6,12,1,1,1,1,1,10,10,1,1,1,1,1,0,19,0,2,7,8,7,13.075,0,1,8,11,8,12.36111111111111,0,12.4,0.5,1.79,0,0.14286011,Low Risk
1,1,1,8,1,1,1,3,14,3,5,1,0,0,1,1,0,19,0,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,1,0.50634134,Low Risk
1,8,1,4,1,1,1,22,3,6,3,0,0,0,1,1,0,19,0,0,6,10,6,13.666666666666666,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,0,0.12997913,Low Risk
2,12,1,17,0,1,1,21,12,10,11,1,0,0,1,1,0,41,0,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,1,0.6936327,High Risk
1,1,2,12,1,1,1,5,5,3,3,0,0,0,1,1,0,19,0,0,7,10,6,13.492857142857144,0,0,8,9,8,12.68888888888889,0,12.4,0.5,1.79,0,0.044786543,Low Risk
1,14,3,11,1,1,1,3,3,3,3,0,0,0,1,1,0,19,0,0,6,14,3,12.5,0,0,6,9,4,11.0,0,12.7,3.7,-1.7,0,0.394436,Low Risk
1,4,1,12,1,3,1,1,1,8,11,1,0,0,0,1,0,23,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,1,0.985451,High Risk
1,1,1,7,1,1,1,13,28,10,8,0,0,0,1,1,0,18,0,0,5,12,5,13.285714285714286,0,0,5,16,5,14.8,0,12.4,0.5,1.79,0,0.07406442,Low Risk
1,1,1,9,1,1,1,3,14,4,4,0,0,0,1,1,0,19,0,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,0,0.06642105,Low Risk
1,15,1,4,1,14,1,3,3,3,11,1,0,0,1,1,0,20,0,0,6,7,6,14.0,0,0,6,7,6,14.666666666666666,0,12.4,0.5,1.79,0,0.032922897,Low Risk
1,12,1,6,1,1,1,22,27,12,12,0,0,1,0,1,0,35,0,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,1,0.96490234,High Risk
4,12,2,14,1,12,1,13,1,12,12,0,0,0,0,1,0,34,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,1,0.9801993,High Risk
1,1,1,5,1,1,1,3,3,10,10,1,0,1,0,0,1,19,0,0,6,6,6,11.833333333333334,0,0,6,8,6,12.875,0,10.8,1.4,1.74,1,0.6359018,High Risk
1,6,1,10,1,1,12,13,1,10,10,1,0,1,0,1,0,22,1,0,6,10,5,11.5,0,0,6,8,5,12.4,0,13.9,-0.3,0.79,1,0.7843351,High Risk
1,8,3,5,1,1,1,1,4,5,3,0,0,0,1,1,0,20,0,0,6,6,6,14.166666666666666,0,0,6,8,6,12.333333333333334,0,11.1,0.6,2.02,0,0.03544722,Low Risk
2,13,1,17,0,1,1,3,2,3,3,0,0,0,1,1,0,27,0,2,2,2,2,12.5,0,0,5,6,2,12.5,0,12.7,3.7,-1.7,1,0.77304655,High Risk
2,12,1,7,1,1,1,13,14,1,6,0,0,1,1,1,0,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1,0.8999919,High Risk
1,12,1,7,1,1,1,1,1,5,5,0,0,0,1,1,0,34,0,0,5,7,0,0.0,0,0,5,8,1,11.0,0,10.8,1.4,1.74,1,0.82614887,High Risk
1,1,1,11,1,1,1,1,1,6,5,1,0,0,0,1,0,20,0,0,6,14,2,10.5,0,0,6,16,0,0.0,0,10.8,1.4,1.74,1,0.9517031,High Risk
1,8,1,5,1,1,1,22,28,10,6,1,0,0,1,1,0,18,0,0,6,6,6,11.833333333333334,0,0,6,6,6,13.166666666666666,0,7.6,2.6,0.32,0,0.03122193,Low Risk
1,1,1,8,1,1,1,7,14,5,5,0,0,0,1,1,1,26,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,1,0.8394075,High Risk
1,12,1,17,0,1,1,1,1,4,8,0,0,0,1,1,0,26,0,0,5,5,5,12.4,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,0,0.08909038,Low Risk
1,12,2,9,1,1,1,13,14,6,10,0,0,0,0,1,0,26,0,0,5,5,2,10.5,0,0,5,9,0,0.0,0,10.8,1.4,1.74,1,0.97751856,High Risk
1,12,1,17,0,1,1,22,27,10,7,0,0,1,0,1,0,31,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,1,0.9816675,High Risk
1,1,3,2,1,1,1,22,14,10,9,1,0,0,1,1,1,20,0,6,12,12,12,14.583333333333334,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,0,0.020743845,Low Risk
1,1,1,15,1,1,1,13,9,1,1,1,0,0,1,1,0,19,0,0,6,6,6,11.666666666666666,0,0,6,10,3,12.666666666666666,0,7.6,2.6,0.32,0,0.18672593,Low Risk
1,8,1,14,1,1,1,19,3,8,3,1,0,1,0,1,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1,0.96198684,High Risk
1,1,6,12,1,1,1,1,1,5,5,1,0,0,1,1,1,20,0,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,1,0.8583008,High Risk
1,16,1,12,1,1,1,1,1,5,11,0,0,0,1,1,0,20,0,0,7,7,7,15.66,0,7,10,11,9,15.011111111111113,0,11.1,0.6,2.02,0,0.09482829,Low Risk
1,12,1,3,0,1,1,19,24,1,1,1,0,0,1,1,0,29,0,0,6,10,0,0.0,1,0,5,10,0,0.0,0,7.6,2.6,0.32,1,0.9114436,High Risk
1,1,4,15,1,1,1,13,14,8,8,1,0,0,1,1,1,20,0,0,6,6,6,12.166666666666666,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,0,0.07709578,Low Risk
1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,24,0,0,7,7,6,13.3,0,0,7,7,6,13.3,0,7.6,2.6,0.32,0,0.051892404,Low Risk
1,12,1,13,1,12,1,27,1,4,8,0,0,0,1,1,0,37,0,0,7,15,0,0.0,0,0,7,13,0,0.0,1,11.1,0.6,2.02,1,0.9438597,High Risk
1,1,5,12,1,1,1,22,14,5,5,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,7.6,2.6,0.32,1,0.945836,High Risk
1,1,2,2,1,1,1,2,14,6,6,1,0,1,0,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,1,0.89177316,High Risk
1,8,1,12,1,1,1,13,3,5,10,0,0,0,1,1,0,18,0,0,8,8,7,13.55714285714286,0,0,8,8,7,13.55714285714286,0,12.7,3.7,-1.7,0,0.04574966,Low Risk
2,15,1,7,1,14,1,22,27,10,10,0,0,1,1,1,0,41,0,3,7,15,5,14.333333333333334,0,1,6,16,6,14.636363636363637,0,12.4,0.5,1.79,0,0.19647679,Low Risk
1,12,1,4,1,1,1,22,27,10,5,0,0,0,1,1,0,35,0,0,6,16,4,12.0,0,0,6,11,3,10.333333333333334,0,13.9,-0.3,0.79,1,0.680723,High Risk
1,8,1,11,1,1,1,13,28,10,10,0,0,0,1,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1,0.88613343,High Risk
1,1,1,2,1,1,1,1,14,11,6,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1,0.5553837,Low Risk
2,12,1,12,1,1,1,22,27,29,37,0,0,0,1,0,0,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,1,0.6660736,High Risk
1,1,1,12,1,1,1,13,2,10,4,1,0,0,1,0,0,19,0,0,7,7,6,12.183333333333332,0,0,7,7,6,12.183333333333332,0,7.6,2.6,0.32,0,0.031804793,Low Risk
1,15,1,4,1,14,1,22,27,10,8,1,0,0,0,1,0,30,0,4,9,18,6,11.833333333333334,0,1,8,21,4,11.0,0,15.5,2.8,-4.06,1,0.9471468,High Risk
2,14,1,15,1,1,1,22,27,6,1,0,0,1,0,1,0,51,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,12.7,3.7,-1.7,1,0.98454005,High Risk
1,5,1,6,1,1,9,2,14,3,9,0,0,0,1,0,0,18,1,0,6,8,6,15.0,0,0,6,10,5,14.333333333333334,0,11.1,0.6,2.02,0,0.07367537,Low Risk
1,1,1,2,1,1,1,1,1,10,4,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,1,0.54091114,Low Risk
1,1,1,2,1,1,1,25,33,5,5,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,1,0.55550855,Low Risk
1,1,5,12,1,1,1,23,27,8,8,1,0,0,1,0,1,18,0,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,0,0.03482187,Low Risk
1,1,1,8,1,1,1,2,16,5,4,1,0,0,1,0,0,18,0,0,5,8,4,13.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,1,0.74554485,High Risk
1,1,1,2,1,1,1,2,3,5,9,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,1,0.5421508,Low Risk
1,9,1,2,1,1,1,1,1,5,4,1,0,0,1,0,0,23,0,15,17,18,17,11.5,0,16,17,17,17,12.176470588235292,0,12.4,0.5,1.79,0,0.08054967,Low Risk
1,1,1,5,1,1,1,13,14,8,10,1,0,0,1,0,0,19,0,0,6,10,2,10.5,0,0,6,6,3,11.0,0,7.6,2.6,0.32,0,0.34883583,Low Risk
1,1,1,6,1,1,1,13,27,9,9,0,1,0,1,0,0,21,0,0,6,13,4,12.0,0,0,6,17,2,11.5,0,11.1,0.6,2.02,0,0.3184794,Low Risk
1,1,1,15,1,1,1,3,3,3,3,1,0,1,0,0,0,18,0,0,6,7,5,12.2,0,0,6,11,4,11.5,0,11.1,0.6,2.02,1,0.82715255,High Risk
1,1,1,2,1,1,1,10,10,5,2,1,1,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,1,0.55550855,Low Risk
1,17,1,6,1,16,1,3,1,3,9,1,0,0,1,0,0,21,0,7,11,15,10,14.5,0,4,9,15,8,14.0,0,8.9,1.4,3.51,0,0.037491728,Low Risk
1,14,1,15,1,1,1,1,27,4,1,0,0,1,1,0,0,20,0,0,6,7,6,13.333333333333334,0,0,6,8,6,12.666666666666666,0,12.4,0.5,1.79,0,0.0643541,Low Risk
1,13,1,6,1,1,1,1,7,5,5,0,0,0,1,0,0,24,0,5,11,29,9,12.0,6,4,10,21,9,12.555555555555555,0,9.4,-0.8,-3.12,0,0.15739723,Low Risk
1,1,1,8,1,1,1,1,1,5,5,1,0,0,1,0,0,18,0,0,6,9,6,15.125,0,0,6,9,6,14.0,0,13.9,-0.3,0.79,0,0.045630287,Low Risk
1,8,1,12,1,1,1,13,1,5,11,1,0,0,1,0,0,18,0,0,7,7,6,13.116666666666667,0,0,7,7,6,13.116666666666667,0,7.6,2.6,0.32,0,0.029651817,Low Risk
1,1,1,15,1,1,1,13,1,8,10,1,0,0,1,0,0,19,0,0,6,7,6,12.833333333333334,0,0,6,7,6,11.666666666666666,0,11.1,0.6,2.02,0,0.04869109,Low Risk
1,15,1,10,1,14,1,1,27,5,9,1,0,0,1,0,1,20,0,3,6,6,6,13.333333333333334,0,2,6,6,6,14.166666666666666,0,13.9,-0.3,0.79,0,0.046524815,Low Risk
1,1,6,12,1,1,1,4,10,6,10,1,0,0,1,0,0,18,0,0,7,7,7,13.877142857142855,0,0,8,8,8,15.6625,0,12.4,0.5,1.79,0,0.06171015,Low Risk
1,1,6,12,1,1,1,13,1,10,11,1,0,0,1,0,0,18,0,0,8,8,7,12.944285714285714,0,0,8,8,7,12.944285714285714,0,10.8,1.4,1.74,0,0.052364323,Low Risk
1,8,1,16,1,1,1,2,14,4,10,1,0,0,1,0,0,19,0,0,6,8,5,12.333333333333334,0,0,6,8,5,11.0,0,15.5,2.8,-4.06,0,0.115744464,Low Risk
1,1,1,12,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,7,7,6,14.266666666666666,0,0,7,7,6,14.266666666666666,0,7.6,2.6,0.32,0,0.02142882,Low Risk
1,1,2,14,1,1,1,3,14,5,6,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,8,5,14.0,0,13.9,-0.3,0.79,0,0.082620405,Low Risk
1,1,2,12,1,1,1,22,27,6,8,1,0,0,1,0,0,20,0,0,8,8,8,12.48375,0,0,8,8,8,12.48375,0,9.4,-0.8,-3.12,0,0.027832732,Low Risk
1,1,2,13,1,1,1,23,1,10,4,1,0,0,1,0,0,18,0,0,7,8,7,13.428571428571429,0,0,8,8,8,15.3125,0,16.2,0.3,-0.92,0,0.04674273,Low Risk
2,8,3,3,0,1,1,13,27,4,4,0,0,1,0,0,0,18,0,0,6,9,3,10.666666666666666,0,0,6,12,0,0.0,0,7.6,2.6,0.32,1,0.9444733,High Risk
